Model,Age,Art,Sport,Book/Films,Science,Travel,Cooking,Politics
Land Rover Range Rover 5.0L Supercharged,55,0,1,1,0,0,1,0
Cadillac CTS 2.0L Turbo Luxury,44,0,1,1,1,1,0,0
Subaru Ascent Premium,40,0,0,0,0,1,1,1
Tesla Model Y Performance,42,0,0,0,1,0,0,1
Lamborghini Urus,22,0,0,1,0,0,0,0
MINI Countryman Cooper S,36,1,0,0,0,0,1,0
Volvo XC90 T6 Inscription 7 Passenger,52,1,1,0,0,1,0,1
Audi Q5 S line Premium,48,0,0,0,0,0,1,1
Dodge Grand Caravan GT,29,1,1,0,1,1,0,0
Dodge Charger SRT 392,39,0,1,1,0,0,1,0
Jaguar F-PACE S,46,0,0,1,0,0,0,1
Lexus ES 350 Luxury,60,1,1,1,1,1,1,1
Volkswagen Beetle Auto 1.8T,46,1,0,1,0,1,1,1
Chevrolet Corvette Stingray Z51,50,0,1,1,1,0,1,1
Audi Q5 2.0T Tech Premium,20,1,1,1,1,1,0,1
Volvo XC90 T6 Momentum,35,1,0,0,1,1,0,1
Hyundai Elantra Limited,44,0,0,0,1,0,1,0
BMW X3 xDrive30i,18,0,0,1,1,0,1,0
Chevrolet Malibu 1LT,26,0,1,0,1,1,0,1
Lexus LC 500 Base,55,1,0,1,0,0,0,0
Audi S4 3.0T Premium Plus,18,1,1,1,0,1,1,1
Lexus UX 250h Base,40,1,1,1,0,0,1,0
Volkswagen Jetta SE,54,0,0,1,1,0,1,1
Acura MDX 3.7L Advance,51,0,1,1,1,0,0,1
Cadillac DTS Performance,58,0,1,1,1,0,0,1
Audi Q3 S line Premium Plus,56,0,0,1,0,0,1,0
Ferrari GTC4Lusso V12,25,1,1,0,0,0,1,0
Mercedes-Benz M-Class ML 350,30,1,1,1,0,0,0,1
Jeep Grand Cherokee High Altitude,51,0,0,1,0,1,1,0
Buick Enclave Avenir,25,1,0,0,0,1,0,1
Hyundai Santa Fe Sport 2.0L Turbo,19,1,1,1,0,1,1,0
Acura TLX V6,60,1,0,0,1,1,0,1
Chevrolet Equinox 1LT,32,1,0,0,0,1,1,0
Hyundai Kona SEL,30,0,1,0,0,1,1,1
Volvo V90 Cross Country T6,42,0,1,0,0,0,0,1
Lexus ES 350 F Sport,36,0,1,1,1,1,0,1
Acura TSX 2.4,35,1,0,0,0,1,1,1
RAM 1500 Rebel,22,0,1,0,0,0,0,0
Subaru Impreza 2.0i,20,0,1,1,1,0,1,1
BMW 640 Gran Turismo i xDrive,24,0,0,1,0,1,1,1
Kia Forte LX,29,0,0,1,1,0,1,1
GMC Acadia SLE-2,50,1,0,0,0,1,1,0
Porsche 911 Carrera GTS,34,1,1,0,1,0,1,1
Mercedes-Benz GLB 250 Base,19,0,1,1,0,0,0,1
Tesla Model X 70D,56,1,1,0,0,0,0,1
Nissan Versa 1.6 S+,18,0,1,1,0,0,0,0
Mercedes-Benz GLE 450 AWD 4MATIC,20,1,0,1,0,0,0,1
Chrysler 300C Base,18,0,1,0,0,1,0,0
Hyundai Palisade Limited,56,1,0,0,0,1,0,1
Kia Seltos S,32,0,0,0,0,1,0,0
BMW 530 i xDrive,35,0,1,0,1,0,1,1
Cadillac CT6 3.6L Luxury,51,0,0,1,0,1,1,1
Audi A6 55 Premium Plus,22,0,1,1,0,0,1,0
Mercedes-Benz AMG S 63 4MATIC,43,0,0,0,0,0,1,0
FIAT 500L Easy,51,1,1,0,0,0,0,1
Cadillac Escalade Luxury,45,0,0,1,0,1,1,1
Ford Expedition Limited,42,0,0,0,1,1,0,1
Ford Edge SE,43,1,0,0,1,0,0,1
Dodge Challenger R/T Scat Pack,41,1,1,1,0,0,0,1
BMW X7 xDrive40i,20,1,0,1,1,0,0,0
Dodge Challenger GT,31,1,0,1,1,0,1,0
Lexus RX 350L L,41,0,0,1,0,1,0,1
Mercedes-Benz AMG GT 63 4-Door,44,1,1,1,0,0,1,1
BMW M6 Base,52,1,0,0,1,0,1,0
Dodge Charger SE,33,1,0,0,1,0,1,0
Acura MDX Sport Hybrid 3.0L w/Technology Package,28,0,1,0,1,0,0,1
BMW 328 i xDrive,19,0,1,0,1,1,0,1
Mercedes-Benz GLS 450 GLS 450,39,0,0,1,1,1,1,1
Toyota Sienna LE,30,1,0,1,0,1,1,1
BMW X5 PHEV xDrive45e,39,0,0,0,1,0,0,0
Mercedes-Benz CLS-Class CLS 63 AMG S-Model 4MATIC,47,1,0,1,1,0,0,1
Jeep Grand Cherokee L Summit,26,0,1,1,1,0,0,1
Mercedes-Benz AMG GLE 43 Coupe 4MATIC,24,1,1,0,0,1,0,0
Tesla Model Y Long Range,42,0,1,0,1,1,0,0
BMW 750 Li,25,0,1,1,0,0,1,0
Buick Encore Sport Touring,52,0,1,1,1,1,0,1
INFINITI QX60 Luxe,58,1,1,0,1,0,0,1
Audi S5 3.0T Premium Plus,47,1,1,1,0,0,1,1
Volvo V90 Cross Country T5,34,1,0,0,0,1,0,0
Maserati Levante S,54,1,0,1,0,1,1,1
Land Rover Range Rover P525 HSE LWB,55,0,0,0,0,1,0,1
Subaru Forester 2.5i Touring,58,1,0,1,1,1,1,1
Cadillac CTS 3.6L Luxury,56,0,0,0,1,0,1,1
Mazda Mazda3 FWD w/Preferred Package,38,0,0,0,1,1,0,1
Lincoln Corsair Reserve,49,0,1,1,1,1,0,0
Mercedes-Benz AMG C 43 Base 4MATIC,47,1,0,1,1,0,0,1
Toyota 4Runner Limited,38,0,0,0,1,0,0,1
Toyota Highlander Platinum,27,0,1,0,1,0,0,1
Volkswagen Atlas 3.6 V6 SEL,23,0,1,0,0,0,0,0
Chevrolet Cruze LTZ,25,1,1,0,1,1,0,1
BMW M3 Base,32,0,0,1,0,1,1,1
Ford Edge Titanium,30,1,1,0,1,0,1,0
Lexus IS 300 IS 300 F SPORT,26,1,0,0,0,1,1,0
Jeep Compass Trailhawk,54,1,0,1,0,0,1,0
Scion tC Base,39,1,0,1,1,1,0,0
Hyundai Kona Limited,60,1,0,0,1,0,1,0
Lexus LS 460,58,1,0,0,0,1,1,0
Chevrolet Suburban Z71,50,0,0,1,0,0,1,1
Lexus NX 200t F Sport,32,0,1,1,0,1,1,0
Chevrolet Traverse RS,25,0,1,0,0,0,0,1
Mazda Mazda3 s,43,0,0,0,1,0,1,1
BMW 528 i xDrive,48,0,1,0,0,0,1,1
Mercedes-Benz C-Class C 300 4MATIC,57,0,1,1,1,1,0,1
Maserati GranTurismo Sport,27,0,0,0,1,1,0,0
Hyundai Genesis 3.8,18,1,0,0,0,1,1,0
Cadillac CTS Performance,56,0,1,0,0,0,0,1
Lexus RX 350L Premium,38,0,1,0,0,0,0,1
BMW X3 M Base (A8),33,0,1,0,1,1,1,0
Ford Fusion SEL,45,1,0,1,0,0,1,1
Nissan Rogue Sport SV,21,1,0,1,0,1,0,0
Lamborghini Urus Base,59,1,1,0,1,0,0,1
Honda Pilot EX-L w/ Navigation,42,0,1,1,0,1,0,0
Lincoln Nautilus Reserve,26,0,0,1,0,0,0,1
Mercedes-Benz CLA-Class CLA 250,26,0,1,1,0,1,0,1
Lincoln Corsair Standard,52,0,0,0,1,1,1,1
Honda HR-V EX,59,0,0,0,1,1,0,1
Porsche Panamera 4,59,1,1,0,1,0,1,1
Audi A4 2.0T Premium Plus quattro,37,0,0,1,1,1,1,0
Subaru Outback Limited,30,1,0,1,1,1,0,0
Mercedes-Benz GLS 580 Base 4MATIC,22,1,0,1,1,1,1,0
Toyota Mirai Base,49,0,1,1,1,0,0,0
Toyota Camry Hybrid SE,26,0,0,0,0,0,0,0
Toyota Sienna Limited,31,0,0,1,0,1,0,0
Jeep Grand Cherokee L Limited,18,1,0,0,0,0,1,1
Audi A4 40 Premium,31,1,1,0,0,1,0,0
Toyota Corolla Hatchback SE,47,1,1,1,1,1,0,1
BMW 430 i xDrive,53,0,1,0,1,0,0,1
Jeep Wrangler Unlimited Sahara Altitude,51,0,1,0,1,0,1,1
Hyundai Santa Fe Ultimate 2.0T,18,0,1,1,1,0,1,0
Ford Taurus SES,39,1,1,1,0,1,0,1
Land Rover Range Rover Velar P250 S,34,0,1,1,1,1,1,1
Volkswagen Tiguan 2.0T Sport,36,0,0,0,0,1,1,1
Ford Expedition EL Limited,45,0,0,0,1,1,0,1
Dodge Charger SXT Plus,33,1,0,0,1,0,1,1
Honda Ridgeline Black Edition,25,1,0,1,1,0,0,0
Land Rover Range Rover 3.0L Supercharged HSE,18,1,1,1,0,0,0,0
Land Rover Defender 110 X-Dynamic HSE,58,1,1,1,0,0,1,0
Nissan Pathfinder S,50,0,0,1,1,1,1,1
Ford Mustang EcoBoost,27,0,1,1,1,0,0,0
Dodge Durango SRT Hellcat,19,1,0,1,1,0,1,0
Mercedes-Benz GLC 300 Base 4MATIC,59,0,0,0,0,0,0,0
BMW X4 xDrive30i,32,1,1,0,1,1,1,0
Honda Civic EX-L,39,1,0,1,1,1,0,1
Ford Mustang Mach-E Premium,59,0,1,0,0,1,0,0
Ford Flex Limited,54,1,0,1,0,0,1,0
Toyota Sienna XSE 7 Passenger,27,1,0,0,1,1,0,1
BMW X5 xDrive40i,23,1,1,0,0,0,0,0
GMC Terrain Denali,60,0,0,1,1,0,0,0
Buick Encore Preferred,28,0,1,0,0,0,0,0
Mercedes-Benz CLA 250 Base 4MATIC,55,0,0,0,1,0,1,0
Jeep Grand Cherokee Trailhawk,32,1,0,1,1,0,0,0
Chrysler Aspen Limited,23,0,0,1,0,0,1,0
Audi Q5 Premium Plus,60,1,1,1,0,1,1,0
BMW M5 Competition,19,0,0,0,1,0,1,1
Acura TLX A-Spec,20,0,0,1,0,0,1,1
Toyota Highlander SE,37,0,1,0,1,0,1,0
Kia Optima LX,36,1,0,1,0,0,0,1
Volkswagen Atlas 2.0T S,36,1,1,1,1,1,1,0
Mitsubishi Outlander Sport SE,29,0,1,1,1,1,1,1
Alfa Romeo Stelvio Ti,57,0,1,1,0,1,1,0
Volvo S90 T6 Inscription,48,1,1,1,1,1,1,0
Chevrolet Silverado 1500 RST,52,1,0,0,1,1,1,0
Ford Transit Connect XL,28,0,0,0,1,0,0,0
Mazda Mazda3 AWD w/Preferred Package,49,1,0,0,0,1,1,1
Chevrolet Corvette Grand Sport,27,1,1,0,1,1,0,0
Nissan Murano SV,54,0,1,1,1,0,0,0
Ford F-150 XLT,49,1,1,0,0,0,0,1
Toyota 4Runner TRD Pro,35,1,0,1,0,1,0,1
BMW 440 Gran Coupe i xDrive,43,0,1,0,1,1,0,1
Honda Pilot EX-L w/Navigation/RES,54,1,0,0,1,0,0,1
Subaru Outback 2.5i Limited,52,1,0,1,1,1,0,1
Volvo XC90 T6 Inscription,28,1,0,0,0,1,0,0
Mercedes-Benz E-Class E 63 AMG S-Model 4MATIC,30,0,0,1,0,1,1,0
Genesis G70 2.0T,19,0,1,1,0,0,0,1
Chevrolet Spark 1LT,26,1,1,1,1,1,1,1
Lincoln MKZ Hybrid Reserve I,39,0,0,1,0,0,0,1
INFINITI Q50 3.0T Red Sport 400,19,1,0,1,0,1,0,1
Hyundai Santa Fe SEL 2.4,60,0,0,1,0,0,1,1
Acura RDX Base (A10),44,0,0,1,1,0,1,0
BMW X6 sDrive35i,30,0,1,1,0,1,0,1
Honda Civic Sport,28,1,0,1,0,1,0,1
Subaru Impreza 2.0i Sport,28,1,0,0,0,0,1,1
Cadillac CT4 Premium Luxury,43,1,1,1,0,1,1,0
Land Rover Range Rover Sport 3.0L Supercharged HSE Dynamic,32,1,1,0,0,0,0,1
Chevrolet Traverse High Country,48,1,1,0,0,0,0,0
Subaru Outback Onyx Edition XT,30,1,1,0,0,0,0,0
Kia Forte S,36,1,1,1,1,1,1,0
BMW X5 4.8i,19,1,1,0,1,0,0,1
Chevrolet Traverse LTZ,49,0,0,1,0,1,1,1
Jeep Grand Cherokee Laredo,29,0,0,0,0,0,1,0
Nissan Altima 2.5 SL,52,0,0,1,0,1,1,0
Honda Pilot Special Edition,23,1,1,1,1,1,0,1
Audi A4 Premium Plus,49,0,0,0,0,0,1,0
Lexus NX 300 F-SPORT,42,1,1,0,1,0,0,1
Ford Expedition Platinum,26,1,0,1,1,0,1,1
Chevrolet Impala LS,49,0,1,1,1,1,1,0
Subaru Forester 2.5i Premium,53,1,1,1,1,1,1,0
Mercedes-Benz A-Class A 220 4MATIC,50,1,1,1,0,1,1,0
Honda HR-V Sport,41,0,1,0,1,0,0,1
Land Rover Range Rover P525 HSE,26,0,0,0,1,0,0,1
Nissan Murano Platinum,28,1,1,0,0,0,1,1
Lincoln Navigator L Reserve,58,0,0,1,1,1,0,1
Volvo S60 T5 Premier Plus,35,1,1,0,0,0,0,1
Honda Fit Sport,23,1,0,1,1,0,1,0
Mercedes-Benz G-Class G 550,33,1,1,1,1,1,0,1
Jeep Wrangler X,18,0,0,1,1,0,0,1
BMW 535 i xDrive,46,1,1,0,0,1,0,1
Lexus RX 350 F Sport Performance,25,1,1,1,0,0,1,1
Nissan Murano S,24,1,0,1,1,1,1,1
BMW 540 i xDrive,22,1,1,0,1,1,0,0
Jeep Gladiator Sport,43,0,1,1,0,0,0,0
Jeep Cherokee Latitude Plus,53,1,0,0,0,1,0,0
Volkswagen Atlas 3.6 V6 SE w/ Technology R-Line,36,0,1,1,1,1,1,0
Cadillac CTS Premium,19,0,0,1,1,1,0,0
BMW 328 Gran Turismo i xDrive,23,1,0,0,1,1,1,0
Audi Q5 45 Titanium Premium,38,0,1,1,1,0,1,1
Subaru Legacy Touring XT,54,0,0,1,1,1,1,1
Buick Enclave Essence,33,1,1,0,1,1,1,1
Audi A4 45 S line quattro Premium,51,1,1,1,0,0,0,0
Nissan Rogue Platinum,50,0,1,0,1,0,0,1
Toyota Corolla SE,47,1,0,0,1,1,1,0
Lincoln MKZ Select,46,0,1,1,1,0,0,0
BMW 335 335i,46,0,1,1,1,1,1,1
Audi Q7 55 quattro Premium Plus,34,1,1,1,0,1,1,1
Dodge Durango GT,49,0,0,1,0,1,1,1
Land Rover Range Rover Sport 5.0L Supercharged Dynamic,45,1,0,0,1,1,0,1
Mercedes-Benz G-Class G 63 AMG,56,0,1,0,0,1,1,0
Bentley Bentayga Design Edition,32,1,1,0,1,1,1,1
Acura MDX Touring,43,0,1,0,1,1,0,1
Tesla Model S 75D,55,0,1,1,0,0,1,0
Acura TLX w/Technology Package,35,1,1,1,0,1,0,1
Toyota C-HR LE,30,1,1,0,1,1,0,0
Maserati Levante Base,49,0,1,1,0,1,1,1
Land Rover Range Rover Sport HSE Silver Edition,54,1,1,0,0,0,1,1
Mazda CX-9 Signature,36,1,0,0,0,1,0,1
Land Rover Range Rover Westminster,58,1,0,0,0,0,1,1
Ford Flex SEL,36,1,1,0,0,0,1,0
Lexus IS 250 Base,27,0,0,1,0,1,1,0
Volvo XC40 T5 Momentum,43,0,1,0,1,0,0,1
BMW Z4 sDrive35is,40,0,1,0,1,0,1,1
Volvo S90 T6 Momentum,52,0,0,0,0,1,1,0
Ford F-150 Raptor,22,0,0,0,0,1,0,0
Mitsubishi Eclipse GS Sport,33,0,0,1,1,1,0,1
Porsche Panamera Sport Turismo Turbo,41,0,1,1,0,0,0,1
Volvo S60 Momentum,59,1,1,0,1,0,1,0
BMW X5 xDrive35i Premium,31,1,1,0,1,1,1,1
Nissan Pathfinder SL,26,0,1,0,0,0,0,1
Genesis G90 3.3T Premium,25,1,0,1,1,1,0,1
Volkswagen Tiguan 2.0T SE,52,0,0,0,0,1,1,1
Saturn Outlook XR,59,0,0,1,0,1,1,1
Mazda CX-30 Select,18,0,1,1,0,1,1,1
Chevrolet Corvette Stingray,56,1,0,1,0,0,0,0
Audi A3 1.8T Premium Plus,30,0,0,1,0,0,1,1
INFINITI QX80 Limited,32,1,0,0,1,0,1,1
Ford Expedition XLT,43,0,1,1,1,1,0,1
Volvo XC60 3.2 Premier Plus,59,1,1,0,0,0,0,0
Toyota Sequoia SR5,20,0,1,0,0,1,1,0
Porsche 911 Turbo,45,1,1,0,1,1,0,1
Acura TLX Technology Package,32,0,0,1,1,1,0,0
Mercedes-Benz AMG G 63 Base,38,1,0,0,1,1,1,0
BMW 440 i xDrive,56,1,1,0,1,1,0,0
Lexus IS 350 Base,39,0,0,1,1,0,1,0
Land Rover Range Rover Evoque Pure Plus,29,1,0,0,0,1,0,0
Lexus ES 350,25,0,0,1,0,0,1,1
Ford Fiesta SE,22,0,1,0,0,0,1,0
Cadillac Escalade Base,29,1,0,0,0,1,1,1
BMW X5 sDrive35i,29,0,0,0,1,0,1,0
Porsche Cayenne Turbo Coupe AWD,40,0,0,0,0,1,1,1
BMW X5 xDrive50i,51,0,0,0,1,1,0,1
Lexus LS 460 Base,46,1,0,1,1,0,1,1
BMW 430 Gran Coupe i xDrive,24,0,1,1,1,0,1,0
Honda CR-V EX-L,58,0,1,1,1,1,1,1
Alfa Romeo Stelvio Ti Sport,45,0,0,1,1,1,0,1
Volvo XC60 T6,36,0,0,0,0,1,0,0
Cadillac SRX Performance Collection,25,0,1,1,1,1,0,0
Chevrolet Equinox Premier,56,1,0,0,1,1,1,1
Ford Edge Limited,32,0,1,1,0,1,1,1
Subaru Legacy 2.5i Premium,39,1,0,0,1,0,1,0
Mercedes-Benz C-Class C 300,53,0,1,0,0,1,1,0
Volvo XC90 T5 Momentum 7 Passenger,37,1,0,0,1,1,1,0
BMW X3 M40i,38,1,0,1,1,1,0,1
Honda CR-V Hybrid Touring,59,1,0,1,1,1,0,0
Audi Q7 55 Premium,54,1,0,1,0,0,0,1
Lexus NX 300 F Sport,36,0,0,1,1,1,1,1
BMW 330 i xDrive,25,0,1,1,0,1,1,0
Porsche Cayman GT4,49,0,0,0,0,0,0,1
Volvo XC90 T6 R-Design,38,1,0,0,0,0,1,1
Porsche 911 GT3,52,1,1,1,1,1,1,1
Cadillac XT6 Premium Luxury AWD,40,0,1,1,1,1,0,0
Hyundai Tucson Value,41,1,0,1,0,1,1,1
BMW 435 Gran Coupe i xDrive,60,1,0,0,1,0,1,1
Lincoln Navigator Black Label,36,1,0,0,0,1,1,0
Toyota Tundra,59,1,0,0,1,1,1,1
Porsche Cayenne Base,33,1,0,0,1,1,0,1
Volvo XC60 T6 Dynamic,37,1,1,1,0,0,0,0
Mazda CX-5 Sport,23,1,0,0,1,0,0,0
Lincoln Continental Black Label,55,0,0,1,1,1,1,1
Nissan Maxima 3.5 SV,39,1,1,1,0,1,0,0
Volvo V60 Cross Country T5,43,0,0,0,1,0,0,0
Lincoln Navigator Base,22,0,1,1,1,1,1,1
Lexus GX 460 GX 460 Premium,35,1,0,1,0,1,0,1
Subaru Ascent Premium 8-Passenger,24,1,0,0,0,0,1,0
Volkswagen Atlas 3.6L SE w/Technology,54,1,0,0,1,1,0,0
Subaru Forester 2.5i,31,1,1,1,0,1,0,0
Mercedes-Benz GLE 350 Base,33,1,0,1,0,1,0,0
Lincoln Navigator L Select,27,0,0,1,1,1,0,1
BMW 740 i,51,1,0,0,1,0,0,1
Hyundai Palisade SE,45,0,1,0,0,1,1,0
Porsche Boxster S,23,1,1,0,1,0,0,1
Dodge Durango Citadel,21,0,0,0,1,1,0,0
Lexus RX 350 Base,34,0,1,0,1,0,0,0
Buick Encore Essence,59,1,0,0,0,1,0,0
Chevrolet Impala Premier 2LZ,56,0,0,1,0,1,0,0
Jaguar F-PACE 25t Prestige,26,0,0,0,1,1,0,1
Hyundai IONIQ 5 SE,41,1,0,1,1,0,0,0
Lexus RC 350 Base,28,0,0,0,0,1,0,0
Toyota RAV4 Limited,55,1,0,1,0,1,0,1
Dodge Charger SRT8,57,0,0,1,1,1,0,0
Volkswagen Atlas Cross Sport 2.0T SE w/Technology,38,0,0,1,0,0,1,1
Chevrolet Trailblazer LS,30,0,1,1,1,0,0,0
Chevrolet Silverado 1500 WT,50,0,0,0,0,1,0,1
Acura RDX Technology,35,0,1,1,0,0,0,1
Volkswagen Tiguan Sport,47,1,0,1,0,1,0,1
Mercedes-Benz GLE 350,26,0,1,1,1,1,0,0
Toyota Camry,54,0,1,0,0,1,0,0
Kia Soul GT-Line 2.0L,46,1,0,0,0,0,1,0
Mercury Mariner Premier I4 AWD 4dr SUV,35,0,1,0,0,0,0,1
Subaru Outback 2.5i,60,1,1,0,1,1,0,1
Jeep Cherokee Latitude,30,0,1,1,1,1,0,0
Hyundai Sonata SEL Plus,55,0,0,0,0,1,1,1
Subaru Forester Base (CVT),28,1,1,1,0,1,0,1
INFINITI Q50 3.0T Sport,21,0,1,1,1,1,1,1
BMW 128 128i,60,0,0,1,1,0,0,1
Ford Bronco Sport Big Bend,56,1,1,1,1,1,0,1
Volkswagen Tiguan 2.0T,58,0,0,0,0,0,0,0
BMW X5 sDrive40i,24,1,1,1,0,1,0,1
Subaru Crosstrek 2.0i,27,1,0,1,1,1,1,0
BMW 428 i xDrive,29,1,0,0,0,0,1,1
Volkswagen Passat 2.0T S,59,1,0,1,1,0,1,0
Toyota Supra 3.0,43,1,0,1,1,0,0,0
Subaru Outback Touring XT,50,0,0,0,1,0,0,0
Jaguar F-PACE 25t Premium,18,1,1,0,0,0,1,0
Toyota 4Runner SR5 4WD,55,1,0,1,0,0,0,1
BMW M235 Gran Coupe i xDrive,26,1,1,1,0,1,1,0
Toyota Prius Three,53,1,0,0,1,0,1,0
Toyota Tacoma SR5,47,0,1,1,0,1,0,1
Lincoln MKZ Reserve I,44,1,1,0,1,0,0,1
Toyota Prius LE,29,1,1,1,0,1,0,0
Acura RDX w/A-Spec Package,37,0,0,0,1,0,1,1
Mercedes-Benz SL 450 Base,36,1,1,0,0,1,0,0
Audi RS 5 2DR 2.9 TFSI QTRO,58,0,0,1,0,1,0,1
BMW 340 i xDrive,48,0,1,1,1,1,0,1
Toyota Camry XSE,35,1,0,0,1,0,0,0
Toyota Sequoia Platinum,47,1,0,0,0,1,1,1
GMC Terrain SLE,37,0,0,0,0,1,1,0
Ford Focus Titanium,49,0,0,0,1,0,0,0
Jaguar E-PACE SE,22,1,0,1,0,1,1,0
Mazda CX-5 Carbon Edition,19,1,1,1,0,0,1,1
Lincoln MKZ Standard,35,0,0,0,0,1,0,0
BMW X3 sDrive28i,33,0,0,0,0,0,1,1
Toyota Prius Limited,44,0,1,1,0,0,0,0
BMW 435 Gran Coupe i,47,1,1,1,0,1,0,0
Ford Mustang Mach-E Select,39,0,1,1,0,0,0,1
Porsche Cayenne S,59,0,0,1,0,1,0,1
Chevrolet Equinox 2LT,59,0,1,0,0,0,0,1
Mazda CX-5 Grand Touring,53,0,0,0,1,0,0,0
Chevrolet Impala LS Fleet,45,0,1,0,0,0,0,1
Ford EcoSport S,33,0,0,0,0,0,0,1
INFINITI QX50 Luxe,39,1,0,0,1,1,0,1
Tesla Model 3 Long Range,40,1,0,1,0,0,1,0
Nissan 370Z Sport,42,1,1,0,1,0,1,0
Ford Mustang EcoBoost Premium,59,0,1,0,1,1,0,1
RAM 1500 Lone Star,26,0,1,0,1,1,0,0
Chevrolet Suburban 1500 LT,46,1,0,1,0,1,1,1
Honda Odyssey EX-L,29,1,1,0,0,0,1,0
Audi A6 3.0t Sport,27,1,0,1,0,0,0,0
Mercedes-Benz CLA 250 CLA 250,33,1,1,1,0,0,1,1
Subaru Crosstrek 2.0i Premium,58,0,1,0,1,0,1,1
Chevrolet Captiva Sport 2LS,51,1,1,0,0,0,0,1
Cadillac XTS Luxury,27,1,0,0,1,0,0,0
Land Rover Range Rover Velar P380 SE R-Dynamic,22,0,0,0,1,0,1,1
Honda CR-V Touring,57,0,0,1,0,1,0,0
Toyota 4Runner TRD Off Road Premium,37,0,1,0,1,0,0,0
Chrysler 300 S,26,0,1,0,1,0,1,0
Lexus LX 570 Three-Row,42,1,0,0,0,1,0,0
Mercedes-Benz GLE-Class GLE 350 4MATIC,19,1,0,0,0,1,1,1
Lincoln Aviator Black Label AWD,38,0,1,1,1,0,1,1
Chevrolet Tahoe RST,22,0,1,0,1,1,0,0
Chevrolet Silverado 2500 LTZ H/D Crew Cab,48,0,1,0,1,0,1,0
Mercedes-Benz S-Class S 450,41,1,1,1,1,1,0,1
Jeep Wrangler JK Unlimited Sahara,23,0,1,1,1,0,0,0
Mercedes-Benz AMG C 63 Base,31,0,0,0,1,0,1,0
Mercedes-Benz CLS-Class CLS 550,30,1,0,1,1,1,1,0
Ford F-150,52,0,1,0,0,0,0,1
Subaru Outback 2.5i Premium,32,0,0,1,1,1,0,0
Ford Edge Sport,42,0,0,0,1,1,0,0
Toyota 4Runner SR5,54,0,0,1,1,1,0,0
BMW 528 i,24,1,1,0,1,0,1,1
Volkswagen Golf R 2.0T w/DCC & Navigation,41,1,1,0,0,1,1,0
Jeep Grand Cherokee L Overland,20,1,1,1,1,0,0,0
Hyundai Palisade Calligraphy,48,1,0,0,0,1,0,0
Cadillac Escalade Platinum Edition,60,1,1,1,1,1,1,0
Honda Accord LX 1.5T,37,1,1,1,1,1,1,1
Mitsubishi Outlander Sport 2.0 SE,52,0,1,1,0,0,0,0
Ford F-150 Platinum,32,0,0,0,0,0,0,1
GMC Yukon SLT,56,0,1,1,1,0,1,1
Audi Q5 2.0T Prestige,37,1,1,1,1,0,0,0
Honda HR-V EX-L w/Navigation,27,1,1,1,1,1,1,0
BMW X4 M40i,41,0,1,0,1,1,0,1
Land Rover Range Rover Velar P250 HSE R-Dynamic,40,0,1,0,1,0,0,0
Mercedes-Benz GLA-Class GLA 250 4MATIC,18,1,0,0,0,0,1,1
Subaru Forester,59,0,1,1,0,1,0,0
Ford Escape Limited,40,1,0,0,0,1,1,1
Cadillac SRX Luxury Collection,19,0,0,0,1,1,1,1
Lexus IS 350 F Sport,20,1,1,1,0,0,1,0
Audi SQ5 3.0T Premium Plus,37,0,1,0,0,1,1,0
Audi R8 5.2 quattro Plus,34,0,0,1,0,1,1,0
Mazda Mazda6 Sport,27,0,0,0,0,0,1,0
Land Rover Range Rover Velar P380 HSE R-Dynamic,52,1,0,0,0,0,1,0
Ford Mustang V6,23,1,1,1,0,1,0,0
Porsche 718 Boxster Base,55,0,0,1,0,1,0,0
GMC Yukon SLE,26,1,1,0,0,0,1,0
Lexus GX 460 460,20,0,1,1,1,1,0,1
Toyota Venza Limited,36,0,1,1,0,1,1,1
Toyota RAV4 Hybrid Hybrid Limited,24,1,1,1,1,0,0,0
RAM 1500 Classic Warlock,23,0,0,0,0,0,1,1
RAM 1500 Laramie,23,0,0,1,1,0,1,0
Audi A6 2.0T quattro Sport,54,0,0,0,1,1,1,1
Ford F-150 Lariat SuperCab,26,0,1,0,1,0,1,0
Toyota Highlander Base,55,0,0,1,1,0,1,0
Nissan Altima 2.5 S,43,0,0,1,0,1,0,0
Ford F-150 XLT SuperCrew,18,0,0,1,1,1,0,1
Ford Focus SE,54,1,0,1,0,0,0,0
Land Rover Range Rover SV Autobiography Dynamic,50,1,1,0,0,1,0,1
Volkswagen Jetta 1.4T S,36,1,0,1,1,1,1,1
Volvo XC40 T5 R-Design,49,0,1,1,1,1,1,1
Buick Regal Turbo Premium I,18,1,0,0,1,0,0,1
Chrysler 300 Limited,59,0,1,1,0,0,0,0
Toyota Sienna LE Auto Access Seat,31,0,1,0,0,0,0,0
Toyota Highlander Base Plus,23,1,1,1,0,0,1,0
Lexus RX 350 Base (A5),33,1,1,1,0,0,1,0
Chevrolet Traverse Premier,37,1,0,0,0,1,0,0
Audi R8 4.2,57,1,0,1,1,1,1,1
RAM 1500 Classic SLT,27,1,1,0,0,1,1,0
BMW 430 i,30,1,1,1,1,1,0,1
Tesla Model S 75,60,0,0,1,0,0,1,1
BMW X3 sDrive30i,32,0,0,0,0,0,1,1
Dodge Durango R/T,18,1,1,1,1,1,0,0
Chevrolet Silverado 1500 LT,50,0,0,1,0,1,1,0
Porsche Taycan 4S,39,0,0,0,1,0,1,1
